from,to,weigth
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_produzione_consumo_trasporto,0.8914254903793335
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_minerario_lavoratore_condizione,0.8839899301528931
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_società_mancare_lira,0.8731937408447266
it_1910-1920_inghilterra_Italia_inglese,it_1920-1930_tonnellata_elettrico_minerale,0.8673851490020752
it_1910-1920_inghilterra_Italia_inglese,it_1920-1930_esportazione_prezzo_lira,0.8619390726089478
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_sciopero_ordine_stampa,0.8367147445678711
it_1910-1920_inghilterra_Italia_inglese,it_1920-1930_americano_minatore_miniera,0.8026268482208252
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_superare_spesa_maggiore,0.7812490463256836
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_Germania_problema_dieci,0.7616043090820312
it_1910-1920_inghilterra_Italia_inglese,it_1920-1930_metallurgico_forno_arco,0.7519643306732178
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_prezzo_scellino_tonnellata,0.7406888008117676
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_vagone_deposito_fuoco,0.7405956983566284
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_questione_dare_altro,0.7289787530899048
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_morale_macchina_uomo,0.72718346118927
it_1910-1920_inghilterra_Italia_inglese,it_1920-1930_stinnes_tedesco_ferro,0.6637381315231323
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_isola_macchina_prendere,0.6566683053970337
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_nave_flotta_acqua,0.5963389873504639
it_1910-1920_inghilterra_Italia_inglese,it_1910-1920_guerra_industria_industriale,0.5649480819702148
it_1910-1920_inghilterra_Italia_inglese,fr_1910-1920_bien_homme_trop,0.4313850402832031
it_1910-1920_inghilterra_Italia_inglese,it_1920-1930_società_sindacato_commissione,0.41509854793548584
it_1910-1920_inghilterra_Italia_inglese,fr_1880-1890_pari_trop_poindre,0.3859832286834717
it_1910-1920_inghilterra_Italia_inglese,fr_1910-1920_pouvoir_guerre_falloir,0.38300538063049316
it_1910-1920_inghilterra_Italia_inglese,fr_1870-1880_faire_bien_jour,0.36353743076324463
it_1910-1920_inghilterra_Italia_inglese,fr_1910-1920_agir_monde_bon,0.3433009386062622
it_1910-1920_inghilterra_Italia_inglese,es_1910-1920_político_gobierno_país,0.34261953830718994
it_1910-1920_inghilterra_Italia_inglese,fr_1890-1900_droit_créer_pourtant,0.31787049770355225
it_1910-1920_inghilterra_Italia_inglese,es_1890-1900_ver_cosa_querer,0.2654099464416504
it_1910-1920_inghilterra_Italia_inglese,fr_1900-1910_homme_politique_mentir,0.259061336517334
it_1910-1920_inghilterra_Italia_inglese,fr_1910-1920_français_agir_france,0.24094700813293457
it_1910-1920_inghilterra_Italia_inglese,es_1880-1890_gobierno_interés_tratado,0.235251784324646
it_1910-1920_inghilterra_Italia_inglese,fr_1890-1900_question_général_point,0.23044073581695557
it_1910-1920_inghilterra_Italia_inglese,es_1860-1870_comercio_artículo_industria,0.21514785289764404
it_1910-1920_inghilterra_Italia_inglese,fr_1860-1869_journal_beaucoup_livre,0.19916462898254395
it_1910-1920_inghilterra_Italia_inglese,es_1920-1930_vida_hombre_mundo,0.18384122848510742
it_1910-1920_inghilterra_Italia_inglese,es_1890-1900_caso_pueblo_poder,0.1812068223953247
it_1910-1920_inghilterra_Italia_inglese,fr_1870-1880_situation_pouvoir_frère,0.1808234453201294
it_1910-1920_inghilterra_Italia_inglese,es_1920-1930_gobierno_país_millón,0.17858409881591797
it_1910-1920_inghilterra_Italia_inglese,fr_1890-1900_pauvre_trop_vivre,0.1705719232559204
it_1910-1920_inghilterra_Italia_inglese,es_1900-1910_españa_país_millón,0.1632082462310791
it_1910-1920_inghilterra_Italia_inglese,es_1880-1890_noche_salir_mañana,0.14989590644836426
it_1910-1920_inghilterra_Italia_inglese,fr_1860-1869_propos_souverain_article,0.1489090919494629
it_1910-1920_inghilterra_Italia_inglese,es_1890-1900_ministro_señor_gobierno,0.13770556449890137
it_1910-1920_inghilterra_Italia_inglese,fr_1860-1869_main_ardent_chambre,0.13189685344696045
it_1910-1920_inghilterra_Italia_inglese,fr_1900-1910_femme_jeune_cœur,0.12689661979675293
it_1910-1920_inghilterra_Italia_inglese,es_1920-1930_comisión_presidente_sesión,0.11618387699127197
it_1910-1920_inghilterra_Italia_inglese,es_1900-1910_cosa_idea_tiempo,0.08361995220184326
it_1910-1920_inghilterra_Italia_inglese,es_1900-1910_ministro_proyecto_gobierno,0.08046185970306396
it_1910-1920_inghilterra_Italia_inglese,fr_1860-1869_temps_voir_petit,0.07952356338500977
it_1910-1920_inghilterra_Italia_inglese,es_1860-1870_gobierno_ministro_colega,0.0648878812789917
it_1910-1920_inghilterra_Italia_inglese,fr_1860-1869_poindre_dieu_beau,0.061668992042541504
it_1910-1920_inghilterra_Italia_inglese,es_1880-1890_ministro_partido_señor,0.054131269454956055
it_1910-1920_inghilterra_Italia_inglese,fr_1890-1900_français_monde_siècle,0.04697251319885254
it_1910-1920_inghilterra_Italia_inglese,es_1910-1920_ministro_proyecto_señor,0.038735389709472656
it_1910-1920_inghilterra_Italia_inglese,us_1870-1880_england_great_people,0.03454017639160156
it_1910-1920_inghilterra_Italia_inglese,es_1880-1890_hombre_tiempo_cuerpo,0.03357374668121338
it_1910-1920_inghilterra_Italia_inglese,fr_1860-1869_vouloir_homme_être,0.0217055082321167
it_1910-1920_inghilterra_Italia_inglese,fr_1870-1880_aime_auteur_penser,0.014644622802734375
it_1910-1920_inghilterra_Italia_inglese,es_1870-1880_gobierno_partido_política,0.013305902481079102
it_1910-1920_inghilterra_Italia_inglese,es_1880-1890_obrero_buque_francia,0.008380293846130371
it_1910-1920_inghilterra_Italia_inglese,es_1900-1910_hombre_volver_decir,0.007609963417053223
it_1910-1920_inghilterra_Italia_inglese,es_1860-1870_francia_noticia_ejército,0.006586790084838867
it_1910-1920_inghilterra_Italia_inglese,fr_1910-1920_commission_mesure_région,0.004673480987548828
it_1910-1920_inghilterra_Italia_inglese,es_1870-1880_francia_obrero_producir,0.0038584470748901367
it_1910-1920_inghilterra_Italia_inglese,fr_1870-1880_français_politique_pays,0.0003317594528198242
it_1910-1920_guerra_industria_industriale,it_1920-1930_guerra_economico_ferro,1.0132218599319458
it_1910-1920_guerra_industria_industriale,it_1910-1920_superare_spesa_maggiore,0.8929929733276367
it_1910-1920_guerra_industria_industriale,it_1920-1930_tonnellata_elettrico_minerale,0.8543825149536133
it_1910-1920_guerra_industria_industriale,it_1910-1920_minatore_lavorare_miniera,0.8249300718307495
it_1910-1920_guerra_industria_industriale,it_1910-1920_vagone_deposito_fuoco,0.7910670042037964
it_1910-1920_guerra_industria_industriale,it_1910-1920_morale_macchina_uomo,0.7826888561248779
it_1910-1920_guerra_industria_industriale,it_1910-1920_società_mancare_lira,0.7821722030639648
it_1910-1920_guerra_industria_industriale,it_1910-1920_Parigi_potere_Francia,0.7651135921478271
it_1910-1920_guerra_industria_industriale,it_1920-1930_dovere_inglese_altro,0.7611992359161377
it_1910-1920_guerra_industria_industriale,it_1910-1920_produzione_consumo_trasporto,0.7476232051849365
it_1910-1920_guerra_industria_industriale,it_1920-1930_esportazione_prezzo_lira,0.6894018650054932
it_1910-1920_guerra_industria_industriale,it_1910-1920_Germania_problema_dieci,0.6825374364852905
it_1910-1920_guerra_industria_industriale,it_1910-1920_russo_Russia_zona,0.6776599884033203
it_1910-1920_guerra_industria_industriale,it_1920-1930_produzione_mondiale_petrolio,0.6646677255630493
it_1910-1920_guerra_industria_industriale,it_1910-1920_questione_dare_altro,0.6493957042694092
it_1910-1920_guerra_industria_industriale,it_1910-1920_importazione_politico_prodotto,0.6388195753097534
it_1910-1920_guerra_industria_industriale,it_1920-1930_stinnes_tedesco_ferro,0.6228890419006348
it_1910-1920_guerra_industria_industriale,it_1910-1920_sciopero_ordine_stampa,0.6029460430145264
it_1910-1920_guerra_industria_industriale,it_1910-1920_prezzo_scellino_tonnellata,0.5927695035934448
it_1910-1920_guerra_industria_industriale,it_1910-1920_isola_macchina_prendere,0.5907747745513916
it_1910-1920_guerra_industria_industriale,it_1910-1920_minerario_lavoratore_condizione,0.5782027244567871
it_1910-1920_guerra_industria_industriale,it_1910-1920_inghilterra_Italia_inglese,0.5649480819702148
it_1910-1920_guerra_industria_industriale,it_1920-1930_metallurgico_forno_arco,0.54435133934021
it_1910-1920_guerra_industria_industriale,it_1920-1930_americano_minatore_miniera,0.5329955816268921
it_1910-1920_guerra_industria_industriale,es_1860-1870_comercio_artículo_industria,0.4023033380508423
it_1910-1920_guerra_industria_industriale,it_1910-1920_nave_flotta_acqua,0.38177216053009033
it_1910-1920_guerra_industria_industriale,fr_1910-1920_pouvoir_guerre_falloir,0.3282068967819214
it_1910-1920_guerra_industria_industriale,it_1920-1930_Francia_ruhr_francese,0.32725203037261963
it_1910-1920_guerra_industria_industriale,it_1920-1930_società_sindacato_commissione,0.2998623847961426
it_1910-1920_guerra_industria_industriale,fr_1910-1920_bien_homme_trop,0.29281020164489746
it_1910-1920_guerra_industria_industriale,es_1910-1920_político_gobierno_país,0.2811291217803955
it_1910-1920_guerra_industria_industriale,fr_1910-1920_agir_monde_bon,0.26295483112335205
it_1910-1920_guerra_industria_industriale,fr_1890-1900_droit_créer_pourtant,0.23903024196624756
it_1910-1920_guerra_industria_industriale,fr_1880-1890_pari_trop_poindre,0.23040390014648438
it_1910-1920_guerra_industria_industriale,fr_1870-1880_faire_bien_jour,0.22278523445129395
it_1910-1920_guerra_industria_industriale,es_1890-1900_ver_cosa_querer,0.18352842330932617
it_1910-1920_guerra_industria_industriale,es_1920-1930_vida_hombre_mundo,0.17273259162902832
it_1910-1920_guerra_industria_industriale,fr_1900-1910_homme_politique_mentir,0.16579890251159668
it_1910-1920_guerra_industria_industriale,es_1880-1890_país_derecho_vino,0.1417757272720337
it_1910-1920_guerra_industria_industriale,es_1900-1910_cosa_idea_tiempo,0.13019049167633057
it_1910-1920_guerra_industria_industriale,fr_1910-1920_français_agir_france,0.1258307695388794
it_1910-1920_guerra_industria_industriale,es_1920-1930_gobierno_país_millón,0.1240699291229248
it_1910-1920_guerra_industria_industriale,fr_1890-1900_pauvre_trop_vivre,0.11504244804382324
it_1910-1920_guerra_industria_industriale,fr_1890-1900_question_général_point,0.09319519996643066
it_1910-1920_guerra_industria_industriale,fr_1860-1869_journal_beaucoup_livre,0.07266032695770264
it_1910-1920_guerra_industria_industriale,fr_1900-1910_femme_jeune_cœur,0.07083702087402344
it_1910-1920_guerra_industria_industriale,es_1900-1910_españa_país_millón,0.06319582462310791
it_1910-1920_guerra_industria_industriale,es_1880-1890_hombre_tiempo_cuerpo,0.04463601112365723
it_1910-1920_guerra_industria_industriale,fr_1860-1869_temps_voir_petit,0.03470766544342041
it_1910-1920_guerra_industria_industriale,es_1890-1900_caso_pueblo_poder,0.025336742401123047
it_1910-1920_guerra_industria_industriale,fr_1870-1880_situation_pouvoir_frère,0.01694488525390625
it_1910-1920_guerra_industria_industriale,fr_1860-1869_poindre_dieu_beau,0.015349745750427246
it_1910-1920_guerra_industria_industriale,es_1880-1890_gobierno_interés_tratado,0.0013250112533569336
it_1910-1920_superare_spesa_maggiore,it_1910-1920_società_mancare_lira,1.5405240952968597
it_1910-1920_superare_spesa_maggiore,it_1920-1930_tonnellata_elettrico_minerale,1.4504926204681396
it_1910-1920_superare_spesa_maggiore,it_1910-1920_morale_macchina_uomo,1.2845593094825745
it_1910-1920_superare_spesa_maggiore,it_1920-1930_esportazione_prezzo_lira,1.2725647687911987
it_1910-1920_superare_spesa_maggiore,it_1910-1920_minatore_lavorare_miniera,1.253188967704773
it_1910-1920_superare_spesa_maggiore,it_1910-1920_vagone_deposito_fuoco,1.1795178651809692
it_1910-1920_superare_spesa_maggiore,it_1910-1920_Parigi_potere_Francia,1.121529459953308
it_1910-1920_superare_spesa_maggiore,it_1910-1920_produzione_consumo_trasporto,1.1096957325935364
it_1910-1920_superare_spesa_maggiore,it_1920-1930_dovere_inglese_altro,1.1046994924545288
it_1910-1920_superare_spesa_maggiore,it_1910-1920_questione_dare_altro,1.087655484676361
it_1910-1920_superare_spesa_maggiore,it_1910-1920_sciopero_ordine_stampa,1.0564194917678833
it_1910-1920_superare_spesa_maggiore,it_1910-1920_Germania_problema_dieci,1.0113404989242554
it_1910-1920_superare_spesa_maggiore,it_1910-1920_russo_Russia_zona,0.983270525932312
it_1910-1920_superare_spesa_maggiore,it_1910-1920_isola_macchina_prendere,0.9298959970474243
it_1910-1920_superare_spesa_maggiore,it_1920-1930_americano_minatore_miniera,0.9173016548156738
it_1910-1920_superare_spesa_maggiore,it_1910-1920_guerra_industria_industriale,0.8929929733276367
it_1910-1920_superare_spesa_maggiore,it_1920-1930_produzione_mondiale_petrolio,0.8887015581130981
it_1910-1920_superare_spesa_maggiore,it_1920-1930_metallurgico_forno_arco,0.847917914390564
it_1910-1920_superare_spesa_maggiore,it_1910-1920_prezzo_scellino_tonnellata,0.8121228218078613
it_1910-1920_superare_spesa_maggiore,it_1910-1920_minerario_lavoratore_condizione,0.8033707141876221
it_1910-1920_superare_spesa_maggiore,it_1910-1920_inghilterra_Italia_inglese,0.7812490463256836
it_1910-1920_superare_spesa_maggiore,it_1920-1930_stinnes_tedesco_ferro,0.7767999172210693
it_1910-1920_superare_spesa_maggiore,it_1910-1920_nave_flotta_acqua,0.7363122701644897
it_1910-1920_superare_spesa_maggiore,it_1920-1930_guerra_economico_ferro,0.7209818363189697
it_1910-1920_superare_spesa_maggiore,it_1910-1920_importazione_politico_prodotto,0.7094202041625977
it_1910-1920_superare_spesa_maggiore,fr_1910-1920_bien_homme_trop,0.5804949998855591
it_1910-1920_superare_spesa_maggiore,fr_1870-1880_faire_bien_jour,0.5122771263122559
it_1910-1920_superare_spesa_maggiore,fr_1880-1890_pari_trop_poindre,0.4925675392150879
it_1910-1920_superare_spesa_maggiore,fr_1910-1920_agir_monde_bon,0.48433446884155273
it_1910-1920_superare_spesa_maggiore,es_1890-1900_ver_cosa_querer,0.46976184844970703
it_1910-1920_superare_spesa_maggiore,fr_1910-1920_pouvoir_guerre_falloir,0.45339691638946533
it_1910-1920_superare_spesa_maggiore,es_1920-1930_vida_hombre_mundo,0.41433584690093994
it_1910-1920_superare_spesa_maggiore,fr_1890-1900_droit_créer_pourtant,0.38988614082336426
it_1910-1920_superare_spesa_maggiore,fr_1900-1910_homme_politique_mentir,0.3559417724609375
it_1910-1920_superare_spesa_maggiore,it_1920-1930_Francia_ruhr_francese,0.3459768295288086
it_1910-1920_superare_spesa_maggiore,fr_1890-1900_pauvre_trop_vivre,0.339526891708374
it_1910-1920_superare_spesa_maggiore,fr_1900-1910_femme_jeune_cœur,0.32546699047088623
it_1910-1920_superare_spesa_maggiore,it_1920-1930_società_sindacato_commissione,0.32546699047088623
it_1910-1920_superare_spesa_maggiore,es_1900-1910_cosa_idea_tiempo,0.2795625925064087
it_1910-1920_superare_spesa_maggiore,es_1860-1870_comercio_artículo_industria,0.2686648368835449
it_1910-1920_superare_spesa_maggiore,fr_1860-1869_journal_beaucoup_livre,0.2579386234283447
it_1910-1920_superare_spesa_maggiore,fr_1860-1869_poindre_dieu_beau,0.23933660984039307
it_1910-1920_superare_spesa_maggiore,fr_1860-1869_temps_voir_petit,0.23172640800476074
it_1910-1920_superare_spesa_maggiore,es_1880-1890_hombre_tiempo_cuerpo,0.21429717540740967
it_1910-1920_superare_spesa_maggiore,fr_1890-1900_question_général_point,0.21410202980041504
it_1910-1920_superare_spesa_maggiore,es_1890-1900_caso_pueblo_poder,0.21128273010253906
it_1910-1920_superare_spesa_maggiore,fr_1870-1880_aime_auteur_penser,0.2112128734588623
it_1910-1920_superare_spesa_maggiore,es_1900-1910_hombre_volver_decir,0.20822560787200928
it_1910-1920_superare_spesa_maggiore,fr_1880-1890_femme_petit_enfant,0.20609700679779053
it_1910-1920_superare_spesa_maggiore,fr_1860-1869_vouloir_homme_être,0.2003014087677002
it_1910-1920_superare_spesa_maggiore,es_1870-1880_sitio_fuerte_ir,0.19270145893096924
it_1910-1920_superare_spesa_maggiore,fr_1910-1920_français_agir_france,0.1925368309020996
it_1910-1920_superare_spesa_maggiore,fr_1860-1869_main_ardent_chambre,0.1906719207763672
it_1910-1920_superare_spesa_maggiore,es_1910-1920_político_gobierno_país,0.18456816673278809
it_1910-1920_superare_spesa_maggiore,fr_1860-1869_propos_souverain_article,0.1755516529083252
it_1910-1920_superare_spesa_maggiore,es_1860-1870_hombre_joven_encontrar,0.16763603687286377
it_1910-1920_superare_spesa_maggiore,fr_1890-1900_français_monde_siècle,0.15726542472839355
it_1910-1920_superare_spesa_maggiore,fr_1910-1920_petit_beau_oeil,0.14303338527679443
it_1910-1920_superare_spesa_maggiore,es_1880-1890_noche_salir_mañana,0.14102673530578613
it_1910-1920_superare_spesa_maggiore,fr_1880-1890_ville_corps_devenir,0.135361909866333
it_1910-1920_superare_spesa_maggiore,fr_1870-1880_situation_pouvoir_frère,0.12546074390411377
it_1910-1920_superare_spesa_maggiore,es_1900-1910_españa_país_millón,0.11978316307067871
it_1910-1920_superare_spesa_maggiore,fr_1860-1869_loin_vieux_porte,0.1160804033279419
it_1910-1920_superare_spesa_maggiore,es_1880-1890_gobierno_interés_tratado,0.10973262786865234
it_1910-1920_superare_spesa_maggiore,fr_1880-1890_connaître_franc_vieux,0.09958600997924805
it_1910-1920_superare_spesa_maggiore,es_1920-1930_español_labor_elemento,0.0973970890045166
it_1910-1920_superare_spesa_maggiore,es_1860-1870_acto_teatro_domingo,0.09106922149658203
it_1910-1920_superare_spesa_maggiore,us_1870-1880_work_train_say,0.08705735206604004
it_1910-1920_superare_spesa_maggiore,fr_1900-1910_train_devoir_trouver,0.07824277877807617
it_1910-1920_superare_spesa_maggiore,fr_1870-1880_femme_enfant_homme,0.07584559917449951
it_1910-1920_superare_spesa_maggiore,es_1890-1900_cosa_frío_vida,0.03912699222564697
it_1910-1920_superare_spesa_maggiore,fr_1860-1869_four_rappeler_principal,0.03838026523590088
it_1910-1920_superare_spesa_maggiore,es_1880-1890_país_derecho_vino,0.037276625633239746
it_1910-1920_superare_spesa_maggiore,es_1870-1880_vida_libro_siglo,0.031479716300964355
it_1910-1920_superare_spesa_maggiore,fr_1860-1869_scène_jeune_sembler,0.031409502029418945
it_1910-1920_superare_spesa_maggiore,fr_1860-1869_francbeignet_franc_garçon,0.029028773307800293
it_1910-1920_superare_spesa_maggiore,es_1870-1880_fecha_ministerio_pesetas,0.02902853488922119
it_1910-1920_superare_spesa_maggiore,es_1910-1920_libro_arte_aire,0.027275800704956055
it_1910-1920_superare_spesa_maggiore,es_1870-1880_francia_obrero_producir,0.02013981342315674
it_1910-1920_superare_spesa_maggiore,us_1840-1850_court_say_officer,0.016032814979553223
it_1910-1920_superare_spesa_maggiore,es_1880-1890_mano_mujer_ojo,0.012404918670654297
it_1910-1920_produzione_consumo_trasporto,it_1920-1930_produzione_mondiale_petrolio,1.2864806652069092
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_questione_dare_altro,1.2665129899978638
it_1910-1920_produzione_consumo_trasporto,it_1920-1930_dovere_inglese_altro,1.1632921695709229
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_minatore_lavorare_miniera,1.1476187705993652
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_Parigi_potere_Francia,1.1202054023742676
it_1910-1920_produzione_consumo_trasporto,it_1920-1930_esportazione_prezzo_lira,1.115271270275116
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_superare_spesa_maggiore,1.1096957325935364
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_russo_Russia_zona,1.0666062831878662
it_1910-1920_produzione_consumo_trasporto,it_1920-1930_tonnellata_elettrico_minerale,1.0633885264396667
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_prezzo_scellino_tonnellata,1.0618627667427063
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_società_mancare_lira,1.0516971945762634
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_sciopero_ordine_stampa,1.0489327907562256
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_isola_macchina_prendere,1.0405976176261902
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_morale_macchina_uomo,1.0323686599731445
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_vagone_deposito_fuoco,1.0089257955551147
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_minerario_lavoratore_condizione,1.0009900331497192
it_1910-1920_produzione_consumo_trasporto,it_1910-1920_importazione_politico_prodotto,0.9830397367477417
